response,QualtricsID,overall_pleasantness,trial_id,invalid_trial
R_6QopCGKzit4HLkS,Q221_1,0.0,3_16_S,
R_3ZUuSnuIJLb5zgZ,Q221_1,-17.0,3_16_S,
R_72zc1kJ2g5kjTOH,Q221_1,-68.0,3_16_S,
R_5GePeLf7FEDRdre,Q221_1,12.0,3_16_S,
R_6lIRnXl5iQUgYpj,Q221_1,25.0,3_16_S,
R_3jpqjgXjaRUGHCx,Q221_1,-35.0,3_16_S,
R_5By4YMKhNg17YVn,Q221_1,100.0,3_16_S,
R_5ib6q2Swb0efZFF,Q221_1,54.0,3_16_S,
R_1NERt9E2i9XZDVC,Q221_1,38.0,3_16_S,
R_1rrqhIVOa2CidYB,Q221_1,27.0,3_16_S,
R_17sqFUGKskSfCfu,Q221_1,5.0,3_16_S,
R_1JOYHQs6EmxyUbv,Q221_1,84.0,3_16_S,
R_5COrRguDcQhsanw,Q221_1,42.0,3_16_S,
R_5nyjrWnBQAAly1P,Q221_1,15.0,3_16_S,
R_5dW9uuSSmK2iAff,Q221_1,-29.0,3_16_S,
R_3uFR5h8zXLFLHLb,Q221_1,12.0,3_16_S,
R_1cTk4JpFTveIkoz,Q221_1,45.0,3_16_S,
R_6UW0Lrs0Xg0m5PN,Q221_1,40.0,3_16_S,
R_1DP2enDFn5QykNB,Q221_1,16.0,3_16_S,
R_3tFLQZzQgMqNqW5,Q221_1,2.0,3_16_S,
R_5EuWWZqyvedjNXe,Q221_1,-9.0,3_16_S,
R_1lLczv84whbk80U,Q221_1,-16.0,3_16_S,
R_7GVaCAP5l7A7DJD,Q221_1,1.0,3_16_S,
R_1Id5qj62HUwiyBm,Q221_1,14.0,3_16_S,
R_1zfiymtsGq0Wgsp,Q221_1,31.0,3_16_S,
R_1dsJS0UUWqDvId3,Q221_1,50.0,3_16_S,
R_5hQ2E2VT84LrZSf,Q221_1,-25.0,3_16_S,
R_39bn3d5gFOxzYMr,Q221_1,26.0,3_16_S,
R_5QFSUrEAbuWXQZ3,Q221_1,-4.0,3_16_S,
R_342jRMCUa8BrKAF,Q221_1,51.0,3_16_S,
R_3EgstgVxibvqfeh,Q221_1,30.0,3_16_S,
R_6gz8jeGkaIWjWUh,Q221_1,-76.0,3_16_S,
R_5KURmxv0WlJEAPn,Q221_1,63.0,3_16_S,
R_6efcBElj6FCvBmV,Q225_1,7.0,3_7_O,
R_75rcpr2IJ8FQlt7,Q225_1,-24.0,3_7_O,
R_6ONTIhMg73HcsJO,Q225_1,11.0,3_7_O,
R_7PLFHJcP1sCHknL,Q225_1,100.0,3_7_O,
R_5QgKsFptfykYF2a,Q225_1,12.0,3_7_O,
R_3rBtmvEFGlA2euY,Q225_1,-17.0,3_7_O,
R_5el6gvrcCYCt9gm,Q225_1,37.0,3_7_O,
R_1cS00YwPv0qYkwf,Q225_1,60.0,3_7_O,
R_6CPHrtuj7SP8UUC,Q225_1,-76.0,3_7_O,
R_5BQMO4HCVitDKDr,Q225_1,49.0,3_7_O,
R_7D5CyBlRpKaBWlr,Q225_1,29.0,3_7_O,
R_3FSbLaIbYu79r78,Q225_1,4.0,3_7_O,
R_3TiyiRowq9eTX8J,Q225_1,-5.0,3_7_O,
R_5e50bw1UZocht0y,Q225_1,-100.0,3_7_O,
R_3G3Y6hfZSzdgBIk,Q225_1,-29.0,3_7_O,
R_5HSUjAwXWAqyfxD,Q225_1,-53.0,3_7_O,
R_3mqn53rHOjfcngB,Q225_1,52.0,3_7_O,
R_1FQflkMldupaWLW,Q225_1,62.0,3_7_O,
R_6ZNxkJ8czyVt7E1,Q225_1,17.0,3_7_O,
R_7wp3WmD3UFSKp9M,Q225_1,3.0,3_7_O,
R_62Rs0EUUEsYnwXI,Q225_1,80.0,3_7_O,
R_1TxCWzBLCRYWFYl,Q225_1,16.0,3_7_O,
R_7TuVgZfkHx9dFMD,Q225_1,-60.0,3_7_O,
R_3np9puN9JlT7IH3,Q225_1,29.0,3_7_O,
R_36lHnpb15HnFYdh,Q225_1,-12.0,3_7_O,
R_71gVwQQYAqAD4GH,Q225_1,-25.0,3_7_O,
R_7ajSdUpZgksrXjz,Q225_1,29.0,3_7_O,
R_1cnhbMhuECa9fX5,Q225_1,7.0,3_7_O,
R_7Lu4QIq3X8HK6A4,Q225_1,55.0,3_7_O,
R_57mv6qMHJatnktk,Q225_1,-33.0,3_7_O,
R_7UgTFkj1C6rNo5k,Q225_1,-92.0,3_7_O,
R_1urpkmCQGSL8bZA,Q225_1,76.0,3_7_O,
R_54vZUwQFpC5yYnU,Q225_1,17.0,3_7_O,
R_5sShiW4FtJ2iJft,Q225_1,22.0,3_7_O,
R_5SB0CzqiyIP9IKk,Q225_1,68.0,3_7_O,
R_6pU0piaLpro8dYR,Q225_1,35.0,3_7_O,
R_11hm6t4X5BgCJer,Q225_1,12.0,3_7_O,
R_1466hO0Z03hgUhq,Q225_1,-24.0,3_7_O,
R_3SlsEB84RFtsYaB,Q225_1,-72.0,3_7_O,
R_7TYziOVIPnw7Tt7,Q225_1,-16.0,3_7_O,
R_3QgBlGFmAXQOOYo,Q225_1,23.0,3_7_O,
R_5exvTvnYGQxYHmk,Q225_1,58.0,3_7_O,
R_6qiVb9WslcV95D3,Q225_1,-63.0,3_7_O,
R_3CkdS2pAdeypu10,Q225_1,-62.0,3_7_O,
R_1CCTScrn2uMkLvQ,Q225_1,-13.0,3_7_O,
R_3lzeKfKWfV13bsI,Q225_1,14.0,3_7_O,
R_7q3oA2eiv1mVVXV,Q225_1,67.0,3_7_O,
R_3VvBfjYi2GDlIIN,Q225_1,20.0,3_7_O,
R_3ZUuSnuIJLb5zgZ,Q225_1,-27.0,3_7_O,
R_72zc1kJ2g5kjTOH,Q225_1,-28.0,3_7_O,
R_73llbEZEiEOM6dM,Q225_1,23.0,3_7_O,
R_5xIPzVntMqAeUQ9,Q225_1,11.0,3_7_O,
R_5GePeLf7FEDRdre,Q225_1,-80.0,3_7_O,
R_6lIRnXl5iQUgYpj,Q225_1,-1.0,3_7_O,
R_3jpqjgXjaRUGHCx,Q225_1,-38.0,3_7_O,
R_5By4YMKhNg17YVn,Q225_1,-46.0,3_7_O,
R_1NERt9E2i9XZDVC,Q225_1,51.0,3_7_O,
R_3CNngBqSh8JZci4,Q225_1,55.0,3_7_O,
R_1rrqhIVOa2CidYB,Q225_1,31.0,3_7_O,
R_17sqFUGKskSfCfu,Q225_1,48.0,3_7_O,
R_1JOYHQs6EmxyUbv,Q225_1,-95.0,3_7_O,
R_5COrRguDcQhsanw,Q225_1,88.0,3_7_O,
R_5nyjrWnBQAAly1P,Q225_1,0.0,3_7_O,
R_3N2GrWz9K9xZojW,Q225_1,8.0,3_7_O,
R_5dW9uuSSmK2iAff,Q225_1,-100.0,3_7_O,
R_3uFR5h8zXLFLHLb,Q225_1,71.0,3_7_O,
R_1cTk4JpFTveIkoz,Q225_1,97.0,3_7_O,
R_6UW0Lrs0Xg0m5PN,Q225_1,9.0,3_7_O,
R_3egcrtAzyscZ7O6,Q225_1,9.0,3_7_O,
R_3tFLQZzQgMqNqW5,Q225_1,-27.0,3_7_O,
R_5SJNGWdGzdz1Fdp,Q225_1,-21.0,3_7_O,
R_7reWf8VM9JvZi6J,Q225_1,-47.0,3_7_O,
R_1lLczv84whbk80U,Q225_1,83.0,3_7_O,
R_7GVaCAP5l7A7DJD,Q225_1,35.0,3_7_O,
R_1Id5qj62HUwiyBm,Q225_1,-15.0,3_7_O,
R_1zfiymtsGq0Wgsp,Q225_1,55.0,3_7_O,
R_1dsJS0UUWqDvId3,Q225_1,-13.0,3_7_O,
R_5hQ2E2VT84LrZSf,Q225_1,47.0,3_7_O,
R_39bn3d5gFOxzYMr,Q225_1,-6.0,3_7_O,
R_5QFSUrEAbuWXQZ3,Q225_1,26.0,3_7_O,
R_342jRMCUa8BrKAF,Q225_1,52.0,3_7_O,
R_3EgstgVxibvqfeh,Q225_1,6.0,3_7_O,
R_6gz8jeGkaIWjWUh,Q225_1,62.0,3_7_O,
R_17JTC7vawhX7PCV,Q225_1,56.0,3_7_O,
R_6efcBElj6FCvBmV,Q229_1,14.0,3_7_S,
R_75rcpr2IJ8FQlt7,Q229_1,1.0,3_7_S,
R_6ONTIhMg73HcsJO,Q229_1,28.0,3_7_S,
R_7PLFHJcP1sCHknL,Q229_1,-15.0,3_7_S,
R_5QgKsFptfykYF2a,Q229_1,48.0,3_7_S,
R_3rBtmvEFGlA2euY,Q229_1,27.0,3_7_S,
R_5el6gvrcCYCt9gm,Q229_1,18.0,3_7_S,
R_1cS00YwPv0qYkwf,Q229_1,12.0,3_7_S,
R_6CPHrtuj7SP8UUC,Q229_1,-60.0,3_7_S,
R_5BQMO4HCVitDKDr,Q229_1,100.0,3_7_S,
R_7D5CyBlRpKaBWlr,Q229_1,40.0,3_7_S,
R_3FSbLaIbYu79r78,Q229_1,2.0,3_7_S,
R_3TiyiRowq9eTX8J,Q229_1,55.0,3_7_S,
R_5e50bw1UZocht0y,Q229_1,-100.0,3_7_S,
R_3G3Y6hfZSzdgBIk,Q229_1,-18.0,3_7_S,
R_5HSUjAwXWAqyfxD,Q229_1,37.0,3_7_S,
R_3mqn53rHOjfcngB,Q229_1,33.0,3_7_S,
R_1FQflkMldupaWLW,Q229_1,84.0,3_7_S,
R_6ZNxkJ8czyVt7E1,Q229_1,-4.0,3_7_S,
R_7wp3WmD3UFSKp9M,Q229_1,44.0,3_7_S,
R_62Rs0EUUEsYnwXI,Q229_1,96.0,3_7_S,
R_1TxCWzBLCRYWFYl,Q229_1,75.0,3_7_S,
R_7rwXPXtG1YFPvVJ,Q229_1,11.0,3_7_S,
R_7TuVgZfkHx9dFMD,Q229_1,-22.0,3_7_S,
R_3np9puN9JlT7IH3,Q229_1,27.0,3_7_S,
R_36lHnpb15HnFYdh,Q229_1,10.0,3_7_S,
R_71gVwQQYAqAD4GH,Q229_1,-48.0,3_7_S,
R_7ajSdUpZgksrXjz,Q229_1,-12.0,3_7_S,
R_1cnhbMhuECa9fX5,Q229_1,64.0,3_7_S,
R_7Lu4QIq3X8HK6A4,Q229_1,47.0,3_7_S,
R_57mv6qMHJatnktk,Q229_1,30.0,3_7_S,
R_7UgTFkj1C6rNo5k,Q229_1,-9.0,3_7_S,
R_1urpkmCQGSL8bZA,Q229_1,49.0,3_7_S,
R_54vZUwQFpC5yYnU,Q229_1,19.0,3_7_S,
R_5sShiW4FtJ2iJft,Q229_1,-7.0,3_7_S,
R_5SB0CzqiyIP9IKk,Q229_1,61.0,3_7_S,
R_6pU0piaLpro8dYR,Q229_1,33.0,3_7_S,
R_3dcu8kRTkXoyoip,Q229_1,-20.0,3_7_S,
R_11hm6t4X5BgCJer,Q229_1,12.0,3_7_S,
R_1466hO0Z03hgUhq,Q229_1,30.0,3_7_S,
R_3SlsEB84RFtsYaB,Q229_1,-27.0,3_7_S,
R_7TYziOVIPnw7Tt7,Q229_1,-37.0,3_7_S,
R_3QgBlGFmAXQOOYo,Q229_1,80.0,3_7_S,
R_5exvTvnYGQxYHmk,Q229_1,39.0,3_7_S,
R_6qiVb9WslcV95D3,Q229_1,41.0,3_7_S,
R_3CkdS2pAdeypu10,Q229_1,42.0,3_7_S,
R_1CCTScrn2uMkLvQ,Q229_1,10.0,3_7_S,
R_3lzeKfKWfV13bsI,Q229_1,-25.0,3_7_S,
R_7q3oA2eiv1mVVXV,Q229_1,6.0,3_7_S,
R_3VvBfjYi2GDlIIN,Q229_1,62.0,3_7_S,
R_3ZUuSnuIJLb5zgZ,Q229_1,12.0,3_7_S,
R_72zc1kJ2g5kjTOH,Q229_1,-17.0,3_7_S,
R_73llbEZEiEOM6dM,Q229_1,26.0,3_7_S,
R_5xIPzVntMqAeUQ9,Q229_1,67.0,3_7_S,
R_5GePeLf7FEDRdre,Q229_1,-53.0,3_7_S,
R_6lIRnXl5iQUgYpj,Q229_1,63.0,3_7_S,
R_3jpqjgXjaRUGHCx,Q229_1,59.0,3_7_S,
R_5By4YMKhNg17YVn,Q229_1,6.0,3_7_S,
R_1NERt9E2i9XZDVC,Q229_1,31.0,3_7_S,
R_3CNngBqSh8JZci4,Q229_1,69.0,3_7_S,
R_1rrqhIVOa2CidYB,Q229_1,29.0,3_7_S,
R_17sqFUGKskSfCfu,Q229_1,94.0,3_7_S,
R_1JOYHQs6EmxyUbv,Q229_1,-58.0,3_7_S,
R_5COrRguDcQhsanw,Q229_1,-8.0,3_7_S,
R_5nyjrWnBQAAly1P,Q229_1,-10.0,3_7_S,
R_3N2GrWz9K9xZojW,Q229_1,14.0,3_7_S,
R_5dW9uuSSmK2iAff,Q229_1,-51.0,3_7_S,
R_3uFR5h8zXLFLHLb,Q229_1,57.0,3_7_S,
R_1cTk4JpFTveIkoz,Q229_1,39.0,3_7_S,
R_6UW0Lrs0Xg0m5PN,Q229_1,39.0,3_7_S,
R_3egcrtAzyscZ7O6,Q229_1,13.0,3_7_S,
R_3tFLQZzQgMqNqW5,Q229_1,51.0,3_7_S,
R_5SJNGWdGzdz1Fdp,Q229_1,71.0,3_7_S,
R_7reWf8VM9JvZi6J,Q229_1,50.0,3_7_S,
R_1lLczv84whbk80U,Q229_1,97.0,3_7_S,
R_1Id5qj62HUwiyBm,Q229_1,-7.0,3_7_S,
R_1zfiymtsGq0Wgsp,Q229_1,40.0,3_7_S,
R_1dsJS0UUWqDvId3,Q229_1,14.0,3_7_S,
R_5hQ2E2VT84LrZSf,Q229_1,-17.0,3_7_S,
R_39bn3d5gFOxzYMr,Q229_1,14.0,3_7_S,
R_5QFSUrEAbuWXQZ3,Q229_1,20.0,3_7_S,
R_342jRMCUa8BrKAF,Q229_1,74.0,3_7_S,
R_3EgstgVxibvqfeh,Q229_1,12.0,3_7_S,
R_6gz8jeGkaIWjWUh,Q229_1,25.0,3_7_S,
R_75rcpr2IJ8FQlt7,Q237_1,23.0,3_25_S,
R_6ONTIhMg73HcsJO,Q237_1,61.0,3_25_S,
R_7PLFHJcP1sCHknL,Q237_1,33.0,3_25_S,
R_5QgKsFptfykYF2a,Q237_1,88.0,3_25_S,
R_3rBtmvEFGlA2euY,Q237_1,46.0,3_25_S,
R_5el6gvrcCYCt9gm,Q237_1,40.0,3_25_S,
R_6CPHrtuj7SP8UUC,Q237_1,33.0,3_25_S,
R_5BQMO4HCVitDKDr,Q237_1,62.0,3_25_S,
R_7D5CyBlRpKaBWlr,Q237_1,-43.0,3_25_S,
R_3FSbLaIbYu79r78,Q237_1,1.0,3_25_S,
R_3TiyiRowq9eTX8J,Q237_1,-21.0,3_25_S,
R_6anxUAYCOl9WRmc,Q237_1,19.0,3_25_S,
R_3G3Y6hfZSzdgBIk,Q237_1,38.0,3_25_S,
R_5HSUjAwXWAqyfxD,Q237_1,4.0,3_25_S,
R_3mqn53rHOjfcngB,Q237_1,42.0,3_25_S,
R_1FQflkMldupaWLW,Q237_1,52.0,3_25_S,
R_6ZNxkJ8czyVt7E1,Q237_1,32.0,3_25_S,
R_322x31PwAj0M5GN,Q237_1,8.0,3_25_S,
R_7wp3WmD3UFSKp9M,Q237_1,5.0,3_25_S,
R_62Rs0EUUEsYnwXI,Q237_1,88.0,3_25_S,
R_1TxCWzBLCRYWFYl,Q237_1,88.0,3_25_S,
R_7rwXPXtG1YFPvVJ,Q237_1,-49.0,3_25_S,
R_7TuVgZfkHx9dFMD,Q237_1,-10.0,3_25_S,
R_3np9puN9JlT7IH3,Q237_1,41.0,3_25_S,
R_36lHnpb15HnFYdh,Q237_1,25.0,3_25_S,
R_3GO2G8l7RjVyHoR,Q237_1,-20.0,3_25_S,
R_3nj2UiAJ34Y31tv,Q237_1,-65.0,3_25_S,
R_7ajSdUpZgksrXjz,Q237_1,56.0,3_25_S,
R_1cnhbMhuECa9fX5,Q237_1,1.0,3_25_S,
R_7Lu4QIq3X8HK6A4,Q237_1,43.0,3_25_S,
R_57mv6qMHJatnktk,Q237_1,54.0,3_25_S,
R_7UgTFkj1C6rNo5k,Q237_1,-10.0,3_25_S,
R_54vZUwQFpC5yYnU,Q237_1,-10.0,3_25_S,
R_6pU0piaLpro8dYR,Q237_1,23.0,3_25_S,
R_3dcu8kRTkXoyoip,Q237_1,-12.0,3_25_S,
R_11hm6t4X5BgCJer,Q237_1,38.0,3_25_S,
R_7TYziOVIPnw7Tt7,Q237_1,-13.0,3_25_S,
R_3QgBlGFmAXQOOYo,Q237_1,70.0,3_25_S,
R_5exvTvnYGQxYHmk,Q237_1,94.0,3_25_S,
R_6qiVb9WslcV95D3,Q237_1,-34.0,3_25_S,
R_3CkdS2pAdeypu10,Q237_1,14.0,3_25_S,
R_7rHfkVNs7QHbLag,Q237_1,-15.0,3_25_S,
R_1CCTScrn2uMkLvQ,Q237_1,16.0,3_25_S,
R_3lzeKfKWfV13bsI,Q237_1,24.0,3_25_S,
R_7q3oA2eiv1mVVXV,Q237_1,27.0,3_25_S,
R_3VvBfjYi2GDlIIN,Q237_1,-27.0,3_25_S,
R_6QopCGKzit4HLkS,Q237_1,2.0,3_25_S,
R_3ZUuSnuIJLb5zgZ,Q237_1,-15.0,3_25_S,
R_72zc1kJ2g5kjTOH,Q237_1,6.0,3_25_S,
R_73llbEZEiEOM6dM,Q237_1,23.0,3_25_S,
R_5xIPzVntMqAeUQ9,Q237_1,51.0,3_25_S,
R_5GePeLf7FEDRdre,Q237_1,-28.0,3_25_S,
R_6lIRnXl5iQUgYpj,Q237_1,39.0,3_25_S,
R_3jpqjgXjaRUGHCx,Q237_1,66.0,3_25_S,
R_5By4YMKhNg17YVn,Q237_1,65.0,3_25_S,
R_3CNngBqSh8JZci4,Q237_1,46.0,3_25_S,
R_1rrqhIVOa2CidYB,Q237_1,12.0,3_25_S,
R_17sqFUGKskSfCfu,Q237_1,37.0,3_25_S,
R_1JOYHQs6EmxyUbv,Q237_1,43.0,3_25_S,
R_5COrRguDcQhsanw,Q237_1,81.0,3_25_S,
R_5nyjrWnBQAAly1P,Q237_1,-34.0,3_25_S,
R_3N2GrWz9K9xZojW,Q237_1,29.0,3_25_S,
R_3uFR5h8zXLFLHLb,Q237_1,25.0,3_25_S,
R_1cTk4JpFTveIkoz,Q237_1,28.0,3_25_S,
R_6UW0Lrs0Xg0m5PN,Q237_1,48.0,3_25_S,
R_3egcrtAzyscZ7O6,Q237_1,20.0,3_25_S,
R_1DP2enDFn5QykNB,Q237_1,-19.0,3_25_S,
R_3tFLQZzQgMqNqW5,Q237_1,51.0,3_25_S,
R_3uGD1JnZB7R76et,Q237_1,53.0,3_25_S,
R_5SJNGWdGzdz1Fdp,Q237_1,0.0,3_25_S,
R_6AGsOLkeFuCFK7x,Q237_1,29.0,3_25_S,
R_7reWf8VM9JvZi6J,Q237_1,-56.0,3_25_S,
R_1lLczv84whbk80U,Q237_1,51.0,3_25_S,
R_1Id5qj62HUwiyBm,Q237_1,15.0,3_25_S,
R_1zfiymtsGq0Wgsp,Q237_1,62.0,3_25_S,
R_1dsJS0UUWqDvId3,Q237_1,10.0,3_25_S,
R_5hQ2E2VT84LrZSf,Q237_1,18.0,3_25_S,
R_39bn3d5gFOxzYMr,Q237_1,52.0,3_25_S,
R_3qoYnwai4eDTGkp,Q237_1,43.0,3_25_S,
R_5QFSUrEAbuWXQZ3,Q237_1,77.0,3_25_S,
R_342jRMCUa8BrKAF,Q237_1,62.0,3_25_S,
R_3EgstgVxibvqfeh,Q237_1,18.0,3_25_S,
R_6gz8jeGkaIWjWUh,Q237_1,5.0,3_25_S,
R_7Fg1XuwBBdNO5lH,Q245_1,11.0,4_49_S,
R_6efcBElj6FCvBmV,Q245_1,61.0,4_49_S,
R_75rcpr2IJ8FQlt7,Q245_1,8.0,4_49_S,
R_6ONTIhMg73HcsJO,Q245_1,47.0,4_49_S,
R_7PLFHJcP1sCHknL,Q245_1,34.0,4_49_S,
R_5QgKsFptfykYF2a,Q245_1,27.0,4_49_S,
R_3rBtmvEFGlA2euY,Q245_1,70.0,4_49_S,
R_7YYzxAhoTh0JzDz,Q245_1,-10.0,4_49_S,
R_5el6gvrcCYCt9gm,Q245_1,15.0,4_49_S,
R_6CPHrtuj7SP8UUC,Q245_1,-13.0,4_49_S,
R_5BQMO4HCVitDKDr,Q245_1,39.0,4_49_S,
R_7D5CyBlRpKaBWlr,Q245_1,14.0,4_49_S,
R_3FSbLaIbYu79r78,Q245_1,-10.0,4_49_S,
R_3TiyiRowq9eTX8J,Q245_1,15.0,4_49_S,
R_6anxUAYCOl9WRmc,Q245_1,-11.0,4_49_S,
R_5e50bw1UZocht0y,Q245_1,-21.0,4_49_S,
R_3G3Y6hfZSzdgBIk,Q245_1,-57.0,4_49_S,
R_5HSUjAwXWAqyfxD,Q245_1,-56.0,4_49_S,
R_1FQflkMldupaWLW,Q245_1,88.0,4_49_S,
R_6ZNxkJ8czyVt7E1,Q245_1,-16.0,4_49_S,
R_322x31PwAj0M5GN,Q245_1,16.0,4_49_S,
R_7wp3WmD3UFSKp9M,Q245_1,-90.0,4_49_S,
R_62Rs0EUUEsYnwXI,Q245_1,-27.0,4_49_S,
R_1TxCWzBLCRYWFYl,Q245_1,94.0,4_49_S,
R_7TuVgZfkHx9dFMD,Q245_1,21.0,4_49_S,
R_3np9puN9JlT7IH3,Q245_1,18.0,4_49_S,
R_36lHnpb15HnFYdh,Q245_1,21.0,4_49_S,
R_3GO2G8l7RjVyHoR,Q245_1,29.0,4_49_S,
R_3nj2UiAJ34Y31tv,Q245_1,-13.0,4_49_S,
R_71gVwQQYAqAD4GH,Q245_1,-27.0,4_49_S,
R_7ajSdUpZgksrXjz,Q245_1,24.0,4_49_S,
R_1cnhbMhuECa9fX5,Q245_1,29.0,4_49_S,
R_7UgTFkj1C6rNo5k,Q245_1,-1.0,4_49_S,
R_1urpkmCQGSL8bZA,Q245_1,100.0,4_49_S,
R_54vZUwQFpC5yYnU,Q245_1,24.0,4_49_S,
R_5sShiW4FtJ2iJft,Q245_1,-100.0,4_49_S,
R_6pU0piaLpro8dYR,Q245_1,-14.0,4_49_S,
R_3dcu8kRTkXoyoip,Q245_1,-3.0,4_49_S,
R_11hm6t4X5BgCJer,Q245_1,26.0,4_49_S,
R_1466hO0Z03hgUhq,Q245_1,34.0,4_49_S,
R_3SlsEB84RFtsYaB,Q245_1,67.0,4_49_S,
R_7TYziOVIPnw7Tt7,Q245_1,5.0,4_49_S,
R_3QgBlGFmAXQOOYo,Q245_1,42.0,4_49_S,
R_5exvTvnYGQxYHmk,Q245_1,28.0,4_49_S,
R_3CkdS2pAdeypu10,Q245_1,-34.0,4_49_S,
R_7rHfkVNs7QHbLag,Q245_1,50.0,4_49_S,
R_1CCTScrn2uMkLvQ,Q245_1,-32.0,4_49_S,
R_3lzeKfKWfV13bsI,Q245_1,9.0,4_49_S,
R_7q3oA2eiv1mVVXV,Q245_1,4.0,4_49_S,
R_3VvBfjYi2GDlIIN,Q245_1,92.0,4_49_S,
R_6QopCGKzit4HLkS,Q245_1,0.0,4_49_S,
R_3ZUuSnuIJLb5zgZ,Q245_1,-38.0,4_49_S,
R_72zc1kJ2g5kjTOH,Q245_1,15.0,4_49_S,
R_5xIPzVntMqAeUQ9,Q245_1,-10.0,4_49_S,
R_5GePeLf7FEDRdre,Q245_1,2.0,4_49_S,
R_6lIRnXl5iQUgYpj,Q245_1,17.0,4_49_S,
R_3jpqjgXjaRUGHCx,Q245_1,29.0,4_49_S,
R_5By4YMKhNg17YVn,Q245_1,-59.0,4_49_S,
R_5ib6q2Swb0efZFF,Q245_1,57.0,4_49_S,
R_1rrqhIVOa2CidYB,Q245_1,13.0,4_49_S,
R_17sqFUGKskSfCfu,Q245_1,40.0,4_49_S,
R_1JOYHQs6EmxyUbv,Q245_1,-50.0,4_49_S,
R_5COrRguDcQhsanw,Q245_1,79.0,4_49_S,
R_5nyjrWnBQAAly1P,Q245_1,-61.0,4_49_S,
R_6H1wqxb4tc7A3mm,Q245_1,60.0,4_49_S,
R_5dW9uuSSmK2iAff,Q245_1,15.0,4_49_S,
R_3uFR5h8zXLFLHLb,Q245_1,-1.0,4_49_S,
R_1cTk4JpFTveIkoz,Q245_1,69.0,4_49_S,
R_6UW0Lrs0Xg0m5PN,Q245_1,68.0,4_49_S,
R_3egcrtAzyscZ7O6,Q245_1,-22.0,4_49_S,
R_3tFLQZzQgMqNqW5,Q245_1,5.0,4_49_S,
R_3uGD1JnZB7R76et,Q245_1,35.0,4_49_S,
R_5EuWWZqyvedjNXe,Q245_1,12.0,4_49_S,
R_7reWf8VM9JvZi6J,Q245_1,29.0,4_49_S,
R_1lLczv84whbk80U,Q245_1,24.0,4_49_S,
R_7GVaCAP5l7A7DJD,Q245_1,-92.0,4_49_S,
R_1Id5qj62HUwiyBm,Q245_1,2.0,4_49_S,
R_1dsJS0UUWqDvId3,Q245_1,-10.0,4_49_S,
R_5hQ2E2VT84LrZSf,Q245_1,-14.0,4_49_S,
R_39bn3d5gFOxzYMr,Q245_1,23.0,4_49_S,
R_5QFSUrEAbuWXQZ3,Q245_1,13.0,4_49_S,
R_342jRMCUa8BrKAF,Q245_1,55.0,4_49_S,
R_3EgstgVxibvqfeh,Q245_1,30.0,4_49_S,
R_6efcBElj6FCvBmV,Q249_1,66.0,4_105_O,
R_75rcpr2IJ8FQlt7,Q249_1,24.0,4_105_O,
R_6ONTIhMg73HcsJO,Q249_1,92.0,4_105_O,
R_7PLFHJcP1sCHknL,Q249_1,80.0,4_105_O,
R_5QgKsFptfykYF2a,Q249_1,37.0,4_105_O,
R_3rBtmvEFGlA2euY,Q249_1,5.0,4_105_O,
R_5el6gvrcCYCt9gm,Q249_1,71.0,4_105_O,
R_1cS00YwPv0qYkwf,Q249_1,10.0,4_105_O,
R_6CPHrtuj7SP8UUC,Q249_1,53.0,4_105_O,
R_5BQMO4HCVitDKDr,Q249_1,55.0,4_105_O,
R_7D5CyBlRpKaBWlr,Q249_1,65.0,4_105_O,
R_3FSbLaIbYu79r78,Q249_1,9.0,4_105_O,
R_3TiyiRowq9eTX8J,Q249_1,8.0,4_105_O,
R_6anxUAYCOl9WRmc,Q249_1,14.0,4_105_O,
R_5e50bw1UZocht0y,Q249_1,83.0,4_105_O,
R_3G3Y6hfZSzdgBIk,Q249_1,27.0,4_105_O,
R_5HSUjAwXWAqyfxD,Q249_1,100.0,4_105_O,
R_53uQeWN39gLkXLP,Q249_1,22.0,4_105_O,
R_1FQflkMldupaWLW,Q249_1,95.0,4_105_O,
R_6ZNxkJ8czyVt7E1,Q249_1,49.0,4_105_O,
R_322x31PwAj0M5GN,Q249_1,80.0,4_105_O,
R_7wp3WmD3UFSKp9M,Q249_1,19.0,4_105_O,
R_62Rs0EUUEsYnwXI,Q249_1,-70.0,4_105_O,
R_1TxCWzBLCRYWFYl,Q249_1,69.0,4_105_O,
R_7rwXPXtG1YFPvVJ,Q249_1,62.0,4_105_O,
R_7TuVgZfkHx9dFMD,Q249_1,34.0,4_105_O,
R_3np9puN9JlT7IH3,Q249_1,-33.0,4_105_O,
R_36lHnpb15HnFYdh,Q249_1,75.0,4_105_O,
R_3nj2UiAJ34Y31tv,Q249_1,56.0,4_105_O,
R_71gVwQQYAqAD4GH,Q249_1,76.0,4_105_O,
R_7ajSdUpZgksrXjz,Q249_1,16.0,4_105_O,
R_1cnhbMhuECa9fX5,Q249_1,43.0,4_105_O,
R_7Lu4QIq3X8HK6A4,Q249_1,37.0,4_105_O,
R_57mv6qMHJatnktk,Q249_1,19.0,4_105_O,
R_7UgTFkj1C6rNo5k,Q249_1,-12.0,4_105_O,
R_7qW0qJgzLWxGmIp,Q249_1,88.0,4_105_O,
R_54vZUwQFpC5yYnU,Q249_1,63.0,4_105_O,
R_5sShiW4FtJ2iJft,Q249_1,-100.0,4_105_O,
