,response,trial_id,chord_index,chord_pleasantness,Symbol,Order,IC,Entropy,HarmonicFunction,SensoryDissonance,SpectralComplexity,SpectralCentroid
16574,R_3rBtmvEFGlA2euY,2_70_O,10,33.0,IV,4.0,3.351609166,4.780202978,same,0.3769800093770027,1.35,1961.890672607422
16575,R_3rBtmvEFGlA2euY,2_70_S,-2,,,,,,,,,
16576,R_3rBtmvEFGlA2euY,2_70_S,-1,2.0,,,,,,,,
16577,R_3rBtmvEFGlA2euY,2_70_S,0,12.0,I,6.0,1.892639598,4.498990275,same,0.3995297524333,1.74,1934.4464709472657
16578,R_3rBtmvEFGlA2euY,2_70_S,1,13.0,V,7.0,2.053600333,4.610023322,same,0.3589368742704391,1.44,1970.0960620117187
16579,R_3rBtmvEFGlA2euY,2_70_S,2,17.0,IV,8.0,2.124749617,4.382333838,same,0.3818417425453663,1.39,1967.37009765625
16580,R_3rBtmvEFGlA2euY,2_70_S,3,19.0,V,9.0,1.725134923,4.123276653,same,0.3666623705625534,1.47,1968.5581262207031
16581,R_3rBtmvEFGlA2euY,2_70_S,4,41.0,I,10.0,1.424349956,3.997459319,same,0.3897566710412502,1.78,1925.816208496094
16582,R_3rBtmvEFGlA2euY,2_70_S,5,41.0,-III,10.0,8.776193132,1.597866797,same,0.3851599514484405,1.78,1848.362391357422
16583,R_3rBtmvEFGlA2euY,2_70_S,6,47.0,IV,4.0,1.895987332,4.707430025,same,0.374647292047739,1.34,1964.325881347656
16584,R_3rBtmvEFGlA2euY,2_70_S,7,84.0,V,5.0,4.403844138,3.234612226,same,0.3594512361288071,1.45,1970.2715954589844
16585,R_3rBtmvEFGlA2euY,2_70_S,8,94.0,I,4.0,3.135504038,4.756022345,same,0.399417960345745,1.7,1924.1191723632812
16586,R_3rBtmvEFGlA2euY,2_70_S,9,88.0,V,5.0,2.176648974,4.845843548,same,0.3648804067075252,1.42,1962.137706298828
16587,R_3rBtmvEFGlA2euY,2_70_S,10,86.0,IV,6.0,3.890829101,4.023717246,same,0.3769798174500465,1.35,1961.8903576660157
16588,R_3rBtmvEFGlA2euY,3_15_O,-2,,,,,,,,,
16589,R_3rBtmvEFGlA2euY,3_15_O,-1,1.0,,,,,,,,
16590,R_3rBtmvEFGlA2euY,3_15_O,0,9.0,I,5.0,2.863147456,4.98886868,same,0.3609630444645881,1.07,1958.94830078125
16591,R_3rBtmvEFGlA2euY,3_15_O,1,18.0,IV,6.0,3.331409687,5.032266525,same,0.3750963240861892,1.29,1934.2750708007816
16592,R_3rBtmvEFGlA2euY,3_15_O,2,23.0,V,7.0,1.940488224,4.051514353,same,0.3843591548502445,1.44,1936.1090100097656
16593,R_3rBtmvEFGlA2euY,3_15_O,3,25.0,I,8.0,2.114184404,4.478664294,same,0.3610547786951065,1.09,1958.3358215332032
16594,R_3rBtmvEFGlA2euY,3_15_O,4,31.0,V,9.0,3.950289702,4.97055631,same,0.3818495643138885,1.29,1930.7987084960937
16595,R_3rBtmvEFGlA2euY,3_15_O,5,36.0,I,10.0,2.050099681,3.806458709,same,0.3565221275389194,1.06,1957.5921850585937
16596,R_3rBtmvEFGlA2euY,3_15_O,6,39.0,VI,8.0,6.576890422,4.100716575,same,0.3808976563811302,1.62,1828.0299877929688
16597,R_3rBtmvEFGlA2euY,3_15_O,7,43.0,IV,5.0,3.283200749,4.384480907,same,0.3695599165558815,1.28,1928.73064453125
16598,R_3rBtmvEFGlA2euY,3_15_O,8,43.0,V,4.0,5.653174097,3.398289689,same,0.3879715779423713,1.44,1937.7578527832031
16599,R_3rBtmvEFGlA2euY,3_15_O,9,42.0,I,3.0,3.031055436,5.105102414,same,0.3617368704080582,1.09,1955.3279626464844
16600,R_3rBtmvEFGlA2euY,3_15_O,10,42.0,IV,4.0,4.669821508,5.130973741,same,0.3779772008955478,1.25,1927.7511120605468
16601,R_3rBtmvEFGlA2euY,3_15_S,-2,,,,,,,,,
16602,R_3rBtmvEFGlA2euY,3_15_S,-1,-1.0,,,,,,,,
16603,R_3rBtmvEFGlA2euY,3_15_S,0,0.0,I,5.0,2.863147456,4.98886868,same,0.3609630444645881,1.07,1958.94830078125
16604,R_3rBtmvEFGlA2euY,3_15_S,1,0.0,IV,6.0,3.331409687,5.032266525,same,0.3750963240861892,1.29,1934.2750708007816
16605,R_3rBtmvEFGlA2euY,3_15_S,2,0.0,V,7.0,1.940488224,4.051514353,same,0.3843591548502445,1.44,1936.1090100097656
16606,R_3rBtmvEFGlA2euY,3_15_S,3,1.0,I,8.0,2.114184404,4.478664294,same,0.3610547786951065,1.09,1958.3358215332032
16607,R_3rBtmvEFGlA2euY,3_15_S,4,1.0,V,9.0,3.950289702,4.97055631,same,0.3818495643138885,1.29,1930.7987060546875
16608,R_3rBtmvEFGlA2euY,3_15_S,5,1.0,vi,10.0,2.067608309,3.806458709,same,0.391473721563816,1.49,1900.9856689453125
16609,R_3rBtmvEFGlA2euY,3_15_S,6,1.0,VI,10.0,6.318137778,4.676865829,same,0.3805880756676197,1.61,1828.034425048828
16610,R_3rBtmvEFGlA2euY,3_15_S,7,0.0,IV,3.0,4.461413056,4.913785284,same,0.3695782428979873,1.28,1928.7304443359376
16611,R_3rBtmvEFGlA2euY,3_15_S,8,6.0,V,3.0,3.79652722,5.066670126,same,0.3879711183905601,1.44,1937.7573120117188
16612,R_3rBtmvEFGlA2euY,3_15_S,9,30.0,I,4.0,1.816956387,4.588999349,same,0.3617365400493145,1.09,1955.3280895996097
16613,R_3rBtmvEFGlA2euY,3_15_S,10,32.0,IV,4.0,4.669821508,5.130973741,same,0.3781809589266777,1.25,1927.751339111328
16614,R_3rBtmvEFGlA2euY,3_16_O,-2,,,,,,,,,
16615,R_3rBtmvEFGlA2euY,3_16_O,-1,1.0,,,,,,,,
16616,R_3rBtmvEFGlA2euY,3_16_O,0,3.0,-VII,8.0,1.323245823,3.598910915,same,0.3629598225653171,1.1,1938.7453845214843
16617,R_3rBtmvEFGlA2euY,3_16_O,1,9.0,i,9.0,2.773006653,3.791801494,same,0.3871589389443397,1.69,1897.412841796875
16618,R_3rBtmvEFGlA2euY,3_16_O,2,10.0,i,9.0,1.426069556,3.853393903,same,0.3817181721329689,1.63,1894.362020263672
16619,R_3rBtmvEFGlA2euY,3_16_O,3,10.0,-VII,10.0,1.242978456,3.464563651,same,0.3704995432496071,1.11,1942.226623535156
16620,R_3rBtmvEFGlA2euY,3_16_O,4,15.0,-VII,10.0,1.12451185,3.251413447,same,0.3623066303133964,1.15,1951.3695104980468
16621,R_3rBtmvEFGlA2euY,3_16_O,5,18.0,i,10.0,1.943975318,3.921003878,same,0.3798765617609024,1.67,1893.6047790527343
16622,R_3rBtmvEFGlA2euY,3_16_O,6,20.0,i,10.0,1.629755881,4.035269719,same,0.3780734446644783,1.64,1888.7715576171877
16623,R_3rBtmvEFGlA2euY,3_16_O,7,20.0,-VII,10.0,1.242978456,3.464563651,same,0.3610572709143161,1.17,1950.153162841797
16624,R_3rBtmvEFGlA2euY,3_16_O,8,32.0,-VII,10.0,1.12451185,3.251413447,same,0.3571621887385845,1.09,1954.1679479980469
16625,R_3rBtmvEFGlA2euY,3_16_O,9,36.0,i,10.0,1.943975318,3.921003878,same,0.3800964872539043,1.62,1888.1437561035157
16626,R_3rBtmvEFGlA2euY,3_16_O,10,48.0,i,10.0,1.629755881,4.035269719,same,0.3857878637313843,1.68,1892.6881420898435
16627,R_3rBtmvEFGlA2euY,3_16_S,-2,,,,,,,,,
16628,R_3rBtmvEFGlA2euY,3_16_S,-1,,,,,,,,,
16629,R_3rBtmvEFGlA2euY,3_16_S,0,43.0,-VII,8.0,1.323245823,3.598910915,same,0.3629598225653171,1.1,1938.7453845214843
16630,R_3rBtmvEFGlA2euY,3_16_S,1,35.0,i,9.0,2.773006653,3.791801494,same,0.3871589389443397,1.69,1897.412841796875
16631,R_3rBtmvEFGlA2euY,3_16_S,2,31.0,i,9.0,1.426069556,3.853393903,same,0.3817181721329689,1.63,1894.362020263672
16632,R_3rBtmvEFGlA2euY,3_16_S,3,31.0,-VII,10.0,1.242978456,3.464563651,same,0.3704995432496071,1.11,1942.226623535156
16633,R_3rBtmvEFGlA2euY,3_16_S,4,32.0,-VII,10.0,1.12451185,3.251413447,same,0.3623066303133964,1.15,1951.36951171875
16634,R_3rBtmvEFGlA2euY,3_16_S,5,35.0,-VI,10.0,1.925227393,3.921003878,same,0.3865051236748695,1.64,1942.5330603027344
16635,R_3rBtmvEFGlA2euY,3_16_S,6,35.0,i,6.0,6.378791066,1.856493381,same,0.3799231988191605,1.63,1888.564677734375
16636,R_3rBtmvEFGlA2euY,3_16_S,7,42.0,-VII,4.0,3.065381956,4.996656898,same,0.3610567365586757,1.17,1950.153029785156
16637,R_3rBtmvEFGlA2euY,3_16_S,8,44.0,-VII,5.0,5.256718864,4.015727364,same,0.3571615648269653,1.09,1954.1677856445312
16638,R_3rBtmvEFGlA2euY,3_16_S,9,45.0,i,3.0,3.129134394,5.043742939,same,0.3801057051122188,1.62,1888.1437353515623
16639,R_3rBtmvEFGlA2euY,3_16_S,10,46.0,i,4.0,2.19677447,4.537331889,same,0.3857874053716659,1.68,1892.6881591796875
16640,R_3rBtmvEFGlA2euY,3_25_O,-2,,,,,,,,,
16641,R_3rBtmvEFGlA2euY,3_25_O,-1,-1.0,,,,,,,,
16642,R_3rBtmvEFGlA2euY,3_25_O,0,10.0,-VII,7.0,4.898445033,4.955840665,diff,0.3995338925719261,1.74,1934.4472106933597
16643,R_3rBtmvEFGlA2euY,3_25_O,1,15.0,-VII,6.0,1.899653956,3.951760318,diff,0.3910527481138706,1.78,1925.208328857422
16644,R_3rBtmvEFGlA2euY,3_25_O,2,16.0,I,7.0,3.550210843,3.570540956,diff,0.3953373774886131,1.23,1940.857218017578
16645,R_3rBtmvEFGlA2euY,3_25_O,3,16.0,I,6.0,0.3764736392,1.930264018,diff,0.3942999505996704,1.24,1963.2773046875
16646,R_3rBtmvEFGlA2euY,3_25_O,4,16.0,-VII,8.0,2.962493516,4.687478304,diff,0.391148037314415,1.78,1926.1023767089844
16647,R_3rBtmvEFGlA2euY,3_25_O,5,17.0,-VII,9.0,1.959273481,3.704753414,diff,0.4004145079851151,1.68,1923.3834558105468
16648,R_3rBtmvEFGlA2euY,3_25_O,6,18.0,I,6.0,0.1778990697,1.089490567,diff,0.3913542792201042,1.23,1961.8295739746093
16649,R_3rBtmvEFGlA2euY,3_25_O,7,22.0,I,10.0,1.604750777,4.019575133,diff,0.3897368462383747,1.22,1946.5214099121097
16650,R_3rBtmvEFGlA2euY,3_25_O,8,22.0,-III,10.0,6.090282488,3.063081776,diff,0.3738560384511947,1.34,1973.3319506835935
16651,R_3rBtmvEFGlA2euY,3_25_O,9,22.0,-VII,4.0,4.630619357,4.176333571,diff,0.3909805038571358,1.66,1930.093961181641
16652,R_3rBtmvEFGlA2euY,3_25_O,10,22.0,I,4.0,2.277694311,4.11781601,diff,0.3893317079544067,1.23,1947.5332495117189
16653,R_3rBtmvEFGlA2euY,3_25_S,-2,,,,,,,,,
16654,R_3rBtmvEFGlA2euY,3_25_S,-1,-1.0,,,,,,,,
16655,R_3rBtmvEFGlA2euY,3_25_S,0,10.0,-VII,7.0,4.898445033,4.955840665,diff,0.3995338925719261,1.74,1934.4472106933597
16656,R_3rBtmvEFGlA2euY,3_25_S,1,18.0,-VII,6.0,1.899653956,3.951760318,diff,0.3910527481138706,1.78,1925.208328857422
16657,R_3rBtmvEFGlA2euY,3_25_S,2,32.0,I,7.0,3.550210843,3.570540956,diff,0.3953373774886131,1.23,1940.857218017578
16658,R_3rBtmvEFGlA2euY,3_25_S,3,45.0,I,6.0,0.3764736392,1.930264018,diff,0.3942999505996704,1.24,1963.2773046875
16659,R_3rBtmvEFGlA2euY,3_25_S,4,41.0,-VII,8.0,2.962493516,4.687478304,diff,0.3911480391025543,1.78,1926.1023779296877
16660,R_3rBtmvEFGlA2euY,3_25_S,5,41.0,IV,9.0,1.987928603,3.704753414,diff,0.3630228409171104,1.53,1956.7068530273436
16661,R_3rBtmvEFGlA2euY,3_25_S,6,51.0,I,7.0,2.807836101,3.957421945,diff,0.3943573927879333,1.23,1962.1040478515624
16662,R_3rBtmvEFGlA2euY,3_25_S,7,52.0,I,7.0,1.74344432,4.285846102,diff,0.3897361952066421,1.22,1946.5217590332031
16663,R_3rBtmvEFGlA2euY,3_25_S,8,52.0,-III,8.0,6.489992396,4.040573767,diff,0.3735975901782513,1.34,1973.332099609375
16664,R_3rBtmvEFGlA2euY,3_25_S,9,56.0,-VII,4.0,3.784334091,5.05598872,diff,0.3909798015654087,1.66,1930.0939526367188
16665,R_3rBtmvEFGlA2euY,3_25_S,10,57.0,I,5.0,1.368064471,3.574386189,diff,0.3893315532803535,1.23,1947.5329956054688
16666,R_3rBtmvEFGlA2euY,3_7_O,-2,,,,,,,,,
16667,R_3rBtmvEFGlA2euY,3_7_O,-1,2.0,,,,,,,,
16668,R_3rBtmvEFGlA2euY,3_7_O,0,2.0,V,7.0,0.1515966494,0.9263372017,diff,0.3609974631667137,1.07,1958.9482263183593
16669,R_3rBtmvEFGlA2euY,3_7_O,1,2.0,V,10.0,1.13120494,3.276014775,diff,0.3651700744032859,1.16,1943.518271484375
16670,R_3rBtmvEFGlA2euY,3_7_O,2,2.0,I,10.0,3.032356582,3.530802736,diff,0.3765156470239162,1.23,1948.176357421875
16671,R_3rBtmvEFGlA2euY,3_7_O,3,27.0,I,10.0,2.027449514,4.460298564,diff,0.3795438633859158,1.15,1955.1856188964844
16672,R_3rBtmvEFGlA2euY,3_7_O,4,12.0,I,9.0,0.8596479762,3.131384852,diff,0.3783557148277759,1.29,1931.649246826172
16673,R_3rBtmvEFGlA2euY,3_7_O,5,-5.0,I,10.0,1.93424817,3.810550753,diff,0.374755991846323,1.23,1949.8258972167969
16674,R_3rBtmvEFGlA2euY,3_7_O,6,-23.0,I,10.0,1.512779242,3.823945901,diff,0.3775692653656006,1.14,1954.1103247070312
16675,R_3rBtmvEFGlA2euY,3_7_O,7,-56.0,I,10.0,0.9447750772,3.078232253,diff,0.3703053763508797,1.28,1928.3790234375
16676,R_3rBtmvEFGlA2euY,3_7_O,8,-46.0,IV,10.0,3.192874261,4.242271152,diff,0.3889169371128082,1.71,1939.9467065429687
16677,R_3rBtmvEFGlA2euY,3_7_O,9,-46.0,IV,10.0,2.455049928,4.201752828,diff,0.3823550952970981,1.61,1954.8203771972655
16678,R_3rBtmvEFGlA2euY,3_7_O,10,-44.0,V,10.0,5.135471248,2.541814706,diff,0.3620578157901764,1.15,1937.4749133300784
16679,R_3rBtmvEFGlA2euY,3_7_S,-2,,,,,,,,,
16680,R_3rBtmvEFGlA2euY,3_7_S,-1,0.0,,,,,,,,
16681,R_3rBtmvEFGlA2euY,3_7_S,0,0.0,V,7.0,0.1515966494,0.9263372017,diff,0.3609974631667137,1.07,1958.9482263183593
16682,R_3rBtmvEFGlA2euY,3_7_S,1,5.0,V,10.0,1.13120494,3.276014775,diff,0.3651700744032859,1.16,1943.518271484375
16683,R_3rBtmvEFGlA2euY,3_7_S,2,13.0,I,10.0,3.032356582,3.530802736,diff,0.3765156470239162,1.23,1948.176357421875
16684,R_3rBtmvEFGlA2euY,3_7_S,3,21.0,I,10.0,2.027449514,4.460298564,diff,0.3795438633859158,1.15,1955.1856188964844
16685,R_3rBtmvEFGlA2euY,3_7_S,4,20.0,I,9.0,0.8596479762,3.131384852,diff,0.3783557145297527,1.29,1931.649246826172
16686,R_3rBtmvEFGlA2euY,3_7_S,5,30.0,V,10.0,1.931912748,3.810550753,diff,0.3561796075105667,1.07,1957.6651342773437
16687,R_3rBtmvEFGlA2euY,3_7_S,6,33.0,I,10.0,3.33251247,2.836695351,diff,0.3776537324488163,1.13,1954.237138671875
16688,R_3rBtmvEFGlA2euY,3_7_S,7,33.0,I,7.0,0.8995138296,3.136114242,diff,0.3703049387037754,1.28,1928.378878173828
16689,R_3rBtmvEFGlA2euY,3_7_S,8,45.0,IV,9.0,3.643746105,4.136166478,diff,0.3889171189069748,1.71,1939.946533203125
16690,R_3rBtmvEFGlA2euY,3_7_S,9,49.0,IV,8.0,2.574309747,4.560962494,diff,0.3823548737168312,1.61,1954.8205627441407
16691,R_3rBtmvEFGlA2euY,3_7_S,10,43.0,V,9.0,2.716189773,4.608025494,diff,0.3620584224164486,1.15,1937.475535888672
16692,R_3rBtmvEFGlA2euY,4_105_O,-2,,,,,,,,,
16693,R_3rBtmvEFGlA2euY,4_105_O,-1,-1.0,,,,,,,,
16694,R_3rBtmvEFGlA2euY,4_105_O,0,-3.0,ii,4.0,6.47245674,4.35457773,same,0.3692122414708138,1.19,1934.7816357421875
16695,R_3rBtmvEFGlA2euY,4_105_O,1,10.0,IV,3.0,5.606423895,5.000494654,same,0.3782215312123299,1.31,1967.081043701172
16696,R_3rBtmvEFGlA2euY,4_105_O,2,17.0,I,2.0,3.663681747,5.169992723,same,0.3981646379828453,1.7,1923.6499255371093
16697,R_3rBtmvEFGlA2euY,4_105_O,3,26.0,-III,3.0,5.594318932,5.237810818,same,0.3775595062971115,1.62,1828.9333569335936
16698,R_3rBtmvEFGlA2euY,4_105_O,4,25.0,-VII,3.0,3.316915975,4.8014875,same,0.3778332401812077,1.1,1956.8944396972656
16699,R_3rBtmvEFGlA2euY,4_105_O,5,32.0,I,4.0,2.637227292,4.410251944,same,0.4000146293640136,1.68,1923.5781225585936
16700,R_3rBtmvEFGlA2euY,4_105_O,6,35.0,V,5.0,4.531529645,4.182134822,same,0.3693651181459427,1.46,1965.1568041992184
16701,R_3rBtmvEFGlA2euY,4_105_O,7,28.0,vi,4.0,5.259395091,4.823051238,same,0.3886957728862762,1.53,1962.7443713378907
16702,R_3rBtmvEFGlA2euY,4_105_O,8,25.0,IV,3.0,3.852737612,5.113352498,same,0.3743414668738842,1.34,1972.6756823730468
16703,R_3rBtmvEFGlA2euY,4_105_O,9,26.0,V,4.0,2.373966235,4.50728225,same,0.3606234654784203,1.41,1962.2587536621097
16704,R_3rBtmvEFGlA2euY,4_105_O,10,27.0,I,5.0,1.988804317,4.452797361,same,0.391685399711132,1.83,1928.9296545410157
16705,R_3rBtmvEFGlA2euY,4_105_S,-2,-1.0,,,,,,,,
16706,R_3rBtmvEFGlA2euY,4_105_S,-1,60.0,,,,,,,,
16707,R_3rBtmvEFGlA2euY,4_105_S,0,60.0,ii,4.0,6.47245674,4.35457773,same,0.3692122414708138,1.19,1934.7816357421875
16708,R_3rBtmvEFGlA2euY,4_105_S,1,60.0,IV,3.0,5.606423895,5.000494654,same,0.3782215312123299,1.31,1967.081043701172
16709,R_3rBtmvEFGlA2euY,4_105_S,2,57.0,I,2.0,3.663681747,5.169992723,same,0.3981646379828453,1.7,1923.6499255371093
16710,R_3rBtmvEFGlA2euY,4_105_S,3,57.0,-III,3.0,5.594318932,5.237810818,same,0.3775595062971115,1.62,1828.9333569335936
16711,R_3rBtmvEFGlA2euY,4_105_S,4,60.0,-VII,3.0,3.316915975,4.8014875,same,0.3778332416713237,1.1,1956.8944396972656
16712,R_3rBtmvEFGlA2euY,4_105_S,5,62.0,-III,4.0,2.64908998,4.410251944,same,0.3888307300209999,1.78,1848.3692053222655
16713,R_3rBtmvEFGlA2euY,4_105_S,6,71.0,V,4.0,6.697683151,2.118671045,same,0.3697980722784996,1.46,1965.2717602539065
16714,R_3rBtmvEFGlA2euY,4_105_S,7,63.0,vi,3.0,6.170693034,4.849359136,same,0.3880787765979767,1.53,1962.7443786621093
16715,R_3rBtmvEFGlA2euY,4_105_S,8,49.0,IV,2.0,4.447764562,5.324186887,same,0.3743414810299873,1.34,1972.6753137207031
16716,R_3rBtmvEFGlA2euY,4_105_S,9,51.0,V,3.0,3.464881253,5.132897511,same,0.3606232249736786,1.41,1962.2586193847656
16717,R_3rBtmvEFGlA2euY,4_105_S,10,77.0,I,4.0,2.853453293,4.911854118,same,0.3916870406270027,1.83,1928.929520263672
16718,R_3rBtmvEFGlA2euY,4_31_O,-2,-1.0,,,,,,,,
16719,R_3rBtmvEFGlA2euY,4_31_O,-1,1.0,,,,,,,,
16720,R_3rBtmvEFGlA2euY,4_31_O,0,18.0,I,4.0,2.960359394,4.577004159,diff,0.3737822702527046,1.71,1900.272958984375
16721,R_3rBtmvEFGlA2euY,4_31_O,1,38.0,vi,5.0,4.078090606,4.66876448,diff,0.3930656577646732,1.55,2003.826239013672
16722,R_3rBtmvEFGlA2euY,4_31_O,2,42.0,ii,5.0,5.431792878,3.763483588,diff,0.3607216557860374,1.08,1944.8450842285156
16723,R_3rBtmvEFGlA2euY,4_31_O,3,40.0,-VII,3.0,4.836888644,4.79421052,diff,0.3715118882060051,1.11,1942.3109912109376
16724,R_3rBtmvEFGlA2euY,4_31_O,4,47.0,V,4.0,1.705028421,4.394560025,diff,0.3864912310242653,1.64,1852.321300048828
16725,R_3rBtmvEFGlA2euY,4_31_O,5,47.0,I,5.0,2.635198165,4.782914937,diff,0.3794443130493164,1.65,1901.1139440917968
16726,R_3rBtmvEFGlA2euY,4_31_O,6,51.0,-VII,5.0,7.34114219,2.485680533,diff,0.3668601439893246,1.1,1944.596864013672
16727,R_3rBtmvEFGlA2euY,4_31_O,7,25.0,I,3.0,2.950977038,4.797095822,diff,0.3930721458792686,1.59,1906.638643798828
16728,R_3rBtmvEFGlA2euY,4_31_O,8,2.0,I,4.0,3.250998351,4.95626648,diff,0.3788878427445888,1.65,1900.5688037109376
16729,R_3rBtmvEFGlA2euY,4_31_O,9,-10.0,I,5.0,2.611020542,4.786421378,diff,0.3790624362230301,1.69,1895.8002221679687
16730,R_3rBtmvEFGlA2euY,4_31_O,10,-42.0,I,6.0,1.645447386,4.370179495,diff,0.3850282394886017,1.61,1904.424873046875
16731,R_3rBtmvEFGlA2euY,4_31_S,-2,,,,,,,,,
16732,R_3rBtmvEFGlA2euY,4_31_S,-1,0.0,,,,,,,,
16733,R_3rBtmvEFGlA2euY,4_31_S,0,5.0,I,4.0,2.960359394,4.577004159,diff,0.3737822702527046,1.71,1900.272958984375
16734,R_3rBtmvEFGlA2euY,4_31_S,1,6.0,vi,5.0,4.078090606,4.66876448,diff,0.3930656577646732,1.55,2003.826239013672
16735,R_3rBtmvEFGlA2euY,4_31_S,2,12.0,ii,5.0,5.431792878,3.763483588,diff,0.3607216557860374,1.08,1944.8450842285156
16736,R_3rBtmvEFGlA2euY,4_31_S,3,37.0,-VII,3.0,4.836888644,4.79421052,diff,0.3715118882060051,1.11,1942.3109912109376
16737,R_3rBtmvEFGlA2euY,4_31_S,4,61.0,V,4.0,1.705028421,4.394560025,diff,0.3864912307262421,1.64,1852.3213037109376
16738,R_3rBtmvEFGlA2euY,4_31_S,5,62.0,V,5.0,2.632351297,4.782914937,diff,0.3792459747195243,1.68,1833.7110632324216
16739,R_3rBtmvEFGlA2euY,4_31_S,6,64.0,-VII,5.0,5.513760699,3.433887756,diff,0.3643470253050327,1.1,1944.6219580078125
16740,R_3rBtmvEFGlA2euY,4_31_S,7,65.0,I,4.0,2.968177539,4.705895125,diff,0.3930722936987877,1.59,1906.638896484375
16741,R_3rBtmvEFGlA2euY,4_31_S,8,90.0,I,5.0,1.722462728,4.37962809,diff,0.3788886219263077,1.65,1900.568778076172
16742,R_3rBtmvEFGlA2euY,4_31_S,9,90.0,I,5.0,3.984414306,4.42463311,diff,0.3789454232156277,1.69,1895.8002221679687
16743,R_3rBtmvEFGlA2euY,4_31_S,10,68.0,I,5.0,1.988073349,4.738395637,diff,0.3850281375646591,1.61,1904.4252099609375
16744,R_3rBtmvEFGlA2euY,4_35_O,-2,28.0,,,,,,,,
16745,R_3rBtmvEFGlA2euY,4_35_O,-1,51.0,,,,,,,,
16746,R_3rBtmvEFGlA2euY,4_35_O,0,25.0,i,2.0,3.770113814,4.827122121,diff,0.3821344600617886,1.71,1909.071026611328
16747,R_3rBtmvEFGlA2euY,4_35_O,1,29.0,iv,3.0,3.813668881,4.846779336,diff,0.3867014756798744,1.52,1962.6397705078125
16748,R_3rBtmvEFGlA2euY,4_35_O,2,-5.0,V,4.0,4.755054113,4.554490918,diff,0.3826933491230011,1.23,1947.867646484375
16749,R_3rBtmvEFGlA2euY,4_35_O,3,-4.0,i,4.0,3.432483674,3.947102728,diff,0.3765027989447116,1.71,1908.3422619628907
16750,R_3rBtmvEFGlA2euY,4_35_O,4,-18.0,vio,4.0,7.811515321,3.932505807,diff,0.3629306855797767,1.48,1869.745458984375
16751,R_3rBtmvEFGlA2euY,4_35_O,5,-18.0,iv,2.0,2.309803886,4.335385185,diff,0.3902218562364578,1.47,1962.1401110839845
16752,R_3rBtmvEFGlA2euY,4_35_O,6,-8.0,V,2.0,5.373126112,4.165129289,diff,0.3772104722261429,1.13,1954.3142578125
16753,R_3rBtmvEFGlA2euY,4_35_O,7,-11.0,I,2.0,3.445830252,4.94092735,diff,0.3845519065856934,1.63,1944.7198376464844
16754,R_3rBtmvEFGlA2euY,4_35_O,8,2.0,i,3.0,5.721860896,5.049576881,diff,0.38581378236413,1.77,1892.1534924316409
16755,R_3rBtmvEFGlA2euY,4_35_O,9,-6.0,iv,3.0,4.720116756,4.682255939,diff,0.3898242262005806,1.47,1969.3876977539064
16756,R_3rBtmvEFGlA2euY,4_35_O,10,0.0,V,3.0,4.664778917,4.734942755,diff,0.3690640394389629,1.25,1927.2862622070313
16757,R_3rBtmvEFGlA2euY,4_35_S,-2,,,,,,,,,
16758,R_3rBtmvEFGlA2euY,4_35_S,-1,1.0,,,,,,,,
16759,R_3rBtmvEFGlA2euY,4_35_S,0,1.0,i,2.0,3.770113814,4.827122121,diff,0.3821344600617886,1.71,1909.071026611328
16760,R_3rBtmvEFGlA2euY,4_35_S,1,10.0,iv,3.0,3.813668881,4.846779336,diff,0.3867014756798744,1.52,1962.6397705078125
16761,R_3rBtmvEFGlA2euY,4_35_S,2,29.0,V,4.0,4.755054113,4.554490918,diff,0.3826933491230011,1.23,1947.867646484375
16762,R_3rBtmvEFGlA2euY,4_35_S,3,40.0,i,4.0,3.432483674,3.947102728,diff,0.3765027989447116,1.71,1908.3422619628907
16763,R_3rBtmvEFGlA2euY,4_35_S,4,49.0,vio,4.0,7.811515321,3.932505807,diff,0.3629306843876839,1.48,1869.745457763672
16764,R_3rBtmvEFGlA2euY,4_35_S,5,54.0,-VII,2.0,2.312795902,4.335385185,diff,0.3903460094332695,1.23,1942.270614013672
16765,R_3rBtmvEFGlA2euY,4_35_S,6,61.0,V,2.0,5.098812863,4.495762225,diff,0.3781192794442177,1.13,1954.2269213867187
16766,R_3rBtmvEFGlA2euY,4_35_S,7,62.0,I,2.0,3.165606751,4.77198276,diff,0.3845525294542312,1.63,1944.7201159667968
16767,R_3rBtmvEFGlA2euY,4_35_S,8,63.0,i,3.0,5.81737594,5.025000503,diff,0.3858138674497604,1.77,1892.1533410644531
16768,R_3rBtmvEFGlA2euY,4_35_S,9,65.0,iv,3.0,4.720116756,4.682255939,diff,0.3898236140608787,1.47,1969.3874536132812
16769,R_3rBtmvEFGlA2euY,4_35_S,10,68.0,V,3.0,4.664778917,4.734942755,diff,0.3690641249716282,1.25,1927.286121826172
16770,R_3rBtmvEFGlA2euY,4_49_O,-2,,,,,,,,,
16771,R_3rBtmvEFGlA2euY,4_49_O,-1,-1.0,,,,,,,,
16772,R_3rBtmvEFGlA2euY,4_49_O,0,16.0,I,5.0,0.3450668093,1.696978119,same,0.3785075886547565,1.74,1842.3166845703124
16773,R_3rBtmvEFGlA2euY,4_49_O,1,29.0,-VI,7.0,2.323673225,4.266611912,same,0.3783867783844471,1.26,1941.6742333984375
